^SAMPLE = GSM11
!Sample_title = NHGRI_A-357
!Sample_geo_accession = GSM11
!Sample_status = Public on Jan 24 2001
!Sample_submission_date = Jan 09 2001
!Sample_last_update_date = May 27 2005
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = melanoma, skin
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = total RNA
!Sample_source_name_ch2 = NHGRI_Melanoma_Ref
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = total RNA
!Sample_description = Biopsy location: skin
!Sample_description = Patient sex: 54
!Sample_description = Patient age: female
!Sample_description = Passage number: ND
!Sample_description = p16 mutation status: mutation
!Sample_description = Invasive ability: 2.8 +/- 0.2%
!Sample_description = Vasculogenic mimicry: -
!Sample_description = Gel contraction: ND
!Sample_description = Cell motility: 67.80 +/- 4.40
!Sample_description = Scratch wound (%): 26
!Sample_description = 
!Sample_description = See http://www.nhgri.nih.gov/DIR/Microarray/Nature_paper.pdf
!Sample_description = and http://www.nhgri.nih.gov/DIR/Microarray/Melanoma_Supplement/index.html
!Sample_platform_id = GPL7
!Sample_contact_name = Michael,,Bittner
!Sample_contact_email = mbittner@nhgri.nih.gov
!Sample_contact_phone = 301-496-7980
!Sample_contact_fax = 301-402-3241
!Sample_contact_department = Cancer Genetics Branch
!Sample_contact_institute = NHGRI, NIH
!Sample_contact_address =  
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_contact_web_link = http://www.nhgri.nih.gov/Intramural_research/People/bittnerm.html
!Sample_supplementary_file = NONE
!Sample_series_id = GSE1
!Sample_data_row_count = 8192
#ID_REF = 
#CH1_TARGET_TOP = Sample 1 (Red Channel) target location in image - top
#CH1_TARGET_LT = Sample 1 (Red Channel) target location in image - left
#CH1_TARGET_BOT = Sample 1 (Red Channel) target location in image - bottom
#CH1_TARGET_RT = Sample 1 (Red Channel) target location in image - right
#CH1_RAW = Sample 1 (Red Channel) Total Intensity
#CH1_MEAN = Sample 1 (Red Channel) Mean Intensity
#CH1_SD = Sample 1 (Red Channel) Standard Deviation
#CH1_AREA = Sample 1 (Red Channel) Area
#CH1_BKD_MEAN = Sample 1 (Red Channel) Mean Background Level
#CH1_BKD_SD = Sample 1 (Red Channel) Background Standard Deviation
#CH2_TARGET_TOP = Sample 2 (Green Channel) target location in image - top
#CH2_TARGET_LT = Sample 2 Green Channel) target location in image - left
#CH2_TARGET_BOT = Sample 2 Green Channel) target location in image - bottom
#CH2_TARGET_RT = Sample 2 Green Channel) target location in image - right
#CH2_RAW = Sample 2 Green Channel) Total Intensity
#CH1_MEAN = Sample 1 (Red Channel) Mean Intensity
#CH2_SD = Sample 2 Green Channel) Standard Deviation
#CH2_AREA = Sample 2 Green Channel) Area
#CH2_BKD_MEAN = Sample 2 Green Channel) Mean Background Level
#CH2_BKD_SD = Sample 2 Green Channel) Background Standard Deviation
#UNION_AREA = Union Area
#RATIO = Raw Ratio
#VALUE = log ratio of PRE_VALUE
#CONF_LEVEL = Confidence Level - fixed at 99%
#CONF_LOW = Confidence Interval - Lower Bound - Raw Ratio
#CONF_UP = Confidence Interval - Upper Bound - Raw Ratio
#NORM_FACTOR = M-value
#CV = Coefficient of variance
#PRE_VALUE = Calibrated Ratio
!sample_table_begin
ID_REF	CH1_TARGET_TOP	CH1_TARGET_LT	CH1_TARGET_BOT	CH1_TARGET_RT	CH1_RAW	CH1_MEAN	CH1_SD	CH1_AREA	CH1_BKD_MEAN	CH1_BKD_SD	CH2_TARGET_TOP	CH2_TARGET_LT	CH2_TARGET_BOT	CH2_TARGET_RT	CH2_RAW	CH1_MEAN	CH2_SD	CH2_AREA	CH2_BKD_MEAN	CH2_BKD_SD	UNION_AREA	RATIO	VALUE	CONF_LEVEL	CONF_LOW	CONF_UP	NORM_FACTOR	CV	PRE_VALUE
7852	934	1881	952	1899	194432	761.3	655.0	0	3760.3	357.6	934	1881	952	1899	285658	2730.2	1390.9	51	3913.0	258.4	51	0.279	-0.3882773	99.000	0.318	1.462	0.682	0.188	0.409
7853	353	1879	371	1897	157123	1290.0	687.9	0	3199.2	376.7	353	1879	371	1897	198532	2486.8	954.8	43	3185.5	241.9	43	0.519	-0.1186153	99.000	0.318	1.462	0.682	0.188	0.761
7854	970	1881	988	1899	171299	544.7	521.1	0	3847.6	375.0	970	1881	988	1899	226899	1908.9	925.9	47	3909.0	213.7	47	0.285	-0.3788243	99.000	0.318	1.462	0.682	0.188	0.418
7855	389	1879	407	1897	364187	2090.2	1282.8	50	3187.9	339.9	389	1879	407	1897	460939	3510.4	1894.0	77	3169.9	212.0	77	0.595	-0.0589863	99.000	0.318	1.462	0.682	0.188	0.873
7856	1007	1880	1025	1898	981860	16126.6	8392.5	56	3911.4	376.3	1007	1880	1025	1898	1649577	29531.7	16180.1	53	4133.1	297.0	57	0.546	-0.0963673	99.000	0.318	1.462	0.682	0.188	0.801
7857	426	1878	444	1896	256796	2260.6	1469.8	36	3322.0	363.6	426	1878	444	1896	385195	5088.8	2379.7	54	3285.0	262.2	54	0.444	-0.1864193	99.000	0.318	1.462	0.682	0.188	0.651
7858	1044	1880	1062	1898	235578	1274.6	858.1	0	3960.5	350.3	1044	1880	1062	1898	372066	4185.7	2035.4	53	4082.4	222.9	53	0.305	-0.3496923	99.000	0.318	1.462	0.682	0.188	0.447
7859	463	1878	481	1896	329114	5000.9	3120.1	41	3227.0	404.8	463	1878	481	1896	298765	4238.3	2518.1	48	3230.8	232.7	48	1.180	0.2380463	99.000	0.318	1.462	0.682	0.188	1.730
7860	1081	1880	1099	1898	525681	6096.2	3643.2	56	4013.0	379.4	1081	1880	1099	1898	771645	10617.7	5901.0	59	4221.6	274.6	60	0.574	-0.0746883	99.000	0.318	1.462	0.682	0.188	0.842
7861	276	2511	294	2529	251792	1842.0	720.5	50	2820.9	304.7	276	2511	294	2529	416713	4870.4	2238.8	61	2846.6	220.6	62	0.378	-0.2557073	99.000	0.318	1.462	0.682	0.188	0.555
7862	900	2502	918	2520	857765	7928.5	3328.9	82	3508.4	353.8	900	2502	918	2520	1098763	11214.1	4894.4	78	3436.1	244.9	83	0.707	0.0157793	99.000	0.318	1.462	0.682	0.188	1.037
7863	312	2511	330	2529	468923	2473.5	1448.8	77	2916.4	304.9	312	2511	330	2529	1520546	14428.0	10036.8	92	3049.5	276.4	95	0.171	-0.6003263	99.000	0.318	1.462	0.682	0.188	0.251
7864	937	2502	955	2520	509498	2160.6	1032.7	72	3629.1	351.6	937	2502	955	2520	486749	2142.8	879.6	95	3388.5	211.3	96	1.008	0.1699683	99.000	0.318	1.462	0.682	0.188	1.479
7865	349	2511	367	2529	328265	1708.3	798.1	55	2981.2	287.7	349	2511	367	2529	377347	2449.8	1118.4	71	2940.9	224.1	78	0.697	0.0098763	99.000	0.318	1.462	0.682	0.188	1.023
7866	973	2502	991	2520	506628	2018.5	1136.2	69	3673.9	351.9	973	2502	991	2520	1008621	7821.0	3142.2	93	3511.9	217.1	97	0.258	-0.4225083	99.000	0.318	1.462	0.682	0.188	0.378
7867	385	2511	403	2529	1532762	19770.8	10581.0	73	3106.3	352.0	385	2511	403	2529	421398	3396.8	1876.8	68	2892.7	211.4	75	5.820	0.9312543	99.000	0.318	1.462	0.682	0.188	8.536
7868	1010	2501	1028	2519	339254	1775.1	609.4	45	3696.7	372.0	1010	2501	1028	2519	318054	1504.1	367.9	68	3625.8	251.5	70	1.180	0.2382973	99.000	0.318	1.462	0.682	0.188	1.731
7869	421	2510	439	2528	644317	4465.1	1358.3	89	3027.0	322.2	421	2510	439	2528	785266	6172.4	1789.6	92	2958.6	245.6	94	0.723	0.0257153	99.000	0.318	1.462	0.682	0.188	1.061
7870	1046	2501	1064	2519	1345047	9928.6	3905.1	98	3796.4	378.9	1046	2501	1064	2519	2919449	25965.7	9454.7	105	3824.6	305.4	106	0.382	-0.2510373	99.000	0.318	1.462	0.682	0.188	0.561
7871	458	2510	476	2528	630782	4736.1	1336.7	75	3051.3	376.3	458	2510	476	2528	956922	8828.9	2178.7	88	2984.9	248.7	89	0.536	-0.1040253	99.000	0.318	1.462	0.682	0.188	0.787
7872	1082	2501	1100	2519	831585	6314.0	2535.2	90	3705.0	348.1	1082	2501	1100	2519	515748	2461.1	958.0	82	3752.7	246.1	91	2.566	0.5754193	99.000	0.318	1.462	0.682	0.188	3.762
7873	480	657	498	675	275152	1697.5	589.6	50	3305.3	316.7	480	657	498	675	283075	1351.1	306.2	62	3795.7	231.1	63	1.256	0.2652903	99.000	0.318	1.462	0.682	0.188	1.842
7874	1096	666	1114	684	147378	902.6	407.0	0	3191.3	308.5	1096	666	1114	684	243456	2048.5	639.2	44	4714.2	279.8	44	0.441	-0.1897673	99.000	0.318	1.462	0.682	0.188	0.646
7875	517	657	535	675	364577	2796.4	800.0	71	2487.3	330.1	517	657	535	675	392909	2063.3	591.3	74	3631.0	195.5	77	1.355	0.2984163	99.000	0.318	1.462	0.682	0.188	1.988
7876	1132	666	1150	684	241961	1174.0	665.5	32	3146.7	292.7	1132	666	1150	684	420438	2775.7	1240.4	64	4732.2	263.1	64	0.423	-0.2076083	99.000	0.318	1.462	0.682	0.188	0.620
7877	553	657	571	675	244023	1725.8	683.4	35	3358.0	406.5	553	657	571	675	270218	1740.0	417.7	56	3889.5	253.0	56	0.992	0.1628633	99.000	0.318	1.462	0.682	0.188	1.455
7878	1169	666	1187	684	88553	805.3	291.4	0	3044.8	288.0	1169	666	1187	684	144948	1604.4	428.8	31	4697.7	266.0	31	0.502	-0.1331223	99.000	0.318	1.462	0.682	0.188	0.736
7879	590	657	608	675	839510	7325.5	2194.2	83	3577.3	346.3	590	657	608	675	1299354	12800.2	3863.1	85	4074.6	276.8	85	0.572	-0.0762383	99.000	0.318	1.462	0.682	0.188	0.839
7880	1206	666	1224	684	300325	2026.1	1098.7	47	3064.1	297.2	1206	666	1224	684	512514	3976.3	1931.0	63	4710.4	285.7	67	0.510	-0.1266793	99.000	0.318	1.462	0.682	0.188	0.747
7881	42	677	60	695	1058270	7936.7	2908.0	98	3203.0	355.3	42	677	60	695	1649803	14070.9	5194.1	97	3295.5	271.5	103	0.564	-0.0824943	99.000	0.318	1.462	0.682	0.188	0.827
7882	657	687	675	705	269138	2032.3	787.5	43	3574.7	348.7	657	687	675	705	328228	2755.6	875.7	53	4082.5	278.3	56	0.738	0.0342273	99.000	0.318	1.462	0.682	0.188	1.082
7883	78	677	96	695	2744616	30967.2	15597.3	88	3340.5	401.8	78	677	96	695	868229	7507.0	3954.6	73	3345.8	270.4	88	4.125	0.7816843	99.000	0.318	1.462	0.682	0.188	6.049
7884	693	687	711	705	415266	6322.0	2618.7	47	3565.3	591.4	693	687	711	705	265227	2264.1	645.9	46	4050.8	291.2	50	2.792	0.6122543	99.000	0.318	1.462	0.682	0.188	4.095
7885	482	1277	500	1295	399373	1771.9	415.6	75	3414.7	337.4	482	1277	500	1295	435336	1919.3	493.6	83	3734.4	288.3	85	0.923	0.1316193	99.000	0.318	1.462	0.682	0.188	1.354
7886	1087	1273	1105	1291	239075	1292.8	425.2	36	3687.9	329.6	1087	1273	1105	1291	356847	2762.3	851.6	56	4672.0	273.3	56	0.468	-0.1636763	99.000	0.318	1.462	0.682	0.188	0.686
7887	518	1277	536	1295	255527	1911.9	370.4	35	3198.6	499.9	518	1277	536	1295	262299	1647.5	397.3	57	3598.5	270.9	58	1.161	0.2309603	99.000	0.318	1.462	0.682	0.188	1.702
7888	1123	1272	1141	1290	1	1.0	0.0	0	3773.1	353.9	1123	1272	1141	1290	1	1.0	0.0	0	4728.8	248.7	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
7889	555	1277	573	1295	467898	3960.4	1776.4	68	3466.6	344.1	555	1277	573	1295	614096	6040.5	2852.0	66	3707.1	226.9	71	0.656	-0.0172773	99.000	0.318	1.462	0.682	0.188	0.961
7890	1160	1272	1178	1290	194418	1258.5	688.5	0	3726.5	351.3	1160	1272	1178	1290	301275	2856.5	1200.2	47	4868.5	287.8	47	0.441	-0.1897673	99.000	0.318	1.462	0.682	0.188	0.646
7891	591	1277	609	1295	408980	2182.8	653.5	72	3577.5	332.1	591	1277	609	1295	525902	3561.4	965.5	78	3845.6	250.6	79	0.613	-0.0462403	99.000	0.318	1.462	0.682	0.188	0.899
7892	1197	1272	1215	1290	153178	993.6	671.7	0	3793.3	389.5	1197	1272	1215	1290	262653	3325.8	1374.2	40	4882.2	301.0	40	0.299	-0.3585263	99.000	0.318	1.462	0.682	0.188	0.438
7893	46	1295	64	1313	1348699	8053.3	2188.0	115	3777.4	356.1	46	1295	64	1313	2251191	15193.0	4411.2	114	4554.3	337.1	122	0.530	-0.1095793	99.000	0.318	1.462	0.682	0.188	0.777
7894	647	1294	665	1312	542953	6528.7	2598.5	57	3526.0	636.0	647	1294	665	1312	648307	8223.0	3314.5	60	3782.7	284.4	62	0.794	0.0659533	99.000	0.318	1.462	0.682	0.188	1.164
7895	82	1295	100	1313	555035	2533.9	874.0	86	3773.3	359.3	82	1295	100	1313	865465	5477.8	1972.3	94	4357.0	238.3	96	0.463	-0.1687703	99.000	0.318	1.462	0.682	0.188	0.678
7896	683	1294	701	1312	401757	3006.4	1517.8	50	3689.5	447.3	683	1294	701	1312	473035	4024.0	1868.2	66	3859.9	268.6	68	0.747	0.0398113	99.000	0.318	1.462	0.682	0.188	1.096
7897	481	1878	499	1896	117616	1488.1	518.3	0	3216.5	406.3	481	1878	499	1896	117101	1453.3	303.6	33	3230.8	221.6	33	1.024	0.1766703	99.000	0.318	1.462	0.682	0.188	1.502
7898	1099	1880	1117	1898	294741	3053.0	2503.9	34	3964.6	343.7	1099	1880	1117	1898	336077	3835.2	2589.4	50	4166.6	235.6	50	0.796	0.0670713	99.000	0.318	1.462	0.682	0.188	1.167
7899	517	1878	535	1896	425248	5172.3	3587.2	48	3165.9	324.0	517	1878	535	1896	483409	6145.3	4018.2	58	3333.3	239.2	59	0.842	0.0913153	99.000	0.318	1.462	0.682	0.188	1.234
7900	1136	1880	1154	1898	303398	4290.5	2555.8	39	3909.5	337.3	1136	1880	1154	1898	404883	6738.9	4040.2	41	4203.9	229.1	45	0.637	-0.0296533	99.000	0.318	1.462	0.682	0.188	0.934
7901	554	1878	572	1896	496872	4616.8	2146.3	64	3270.1	351.1	554	1878	572	1896	767941	8782.1	3321.0	71	3407.4	265.7	71	0.526	-0.1129463	99.000	0.318	1.462	0.682	0.188	0.771
7902	1173	1880	1191	1898	470966	7893.1	4860.3	40	3881.1	330.4	1173	1880	1191	1898	676220	12606.6	6628.4	48	4298.9	261.0	48	0.626	-0.0371573	99.000	0.318	1.462	0.682	0.188	0.918
7903	591	1878	609	1896	308493	3882.2	1774.7	45	3462.9	383.7	591	1878	609	1896	270164	2956.7	1031.0	50	3475.8	270.4	50	1.313	0.2846563	99.000	0.318	1.462	0.682	0.188	1.926
7904	1209	1880	1227	1898	275179	1189.6	749.3	0	3906.3	358.4	1209	1880	1227	1898	357947	2428.1	1110.9	62	4200.5	229.7	62	0.490	-0.1438763	99.000	0.318	1.462	0.682	0.188	0.718
7905	42	1898	60	1916	970836	10190.5	6844.2	68	2928.9	316.8	42	1898	60	1916	1612200	18802.4	13335.8	79	2984.0	266.2	82	0.542	-0.0996333	99.000	0.318	1.462	0.682	0.188	0.795
7906	658	1900	676	1918	359754	3944.0	1451.0	62	2051.9	360.9	658	1900	676	1918	706411	8609.8	4869.5	60	3163.7	217.1	68	0.458	-0.1726313	99.000	0.318	1.462	0.682	0.188	0.672
7907	78	1898	96	1916	276056	2172.3	1420.4	46	2939.9	327.7	78	1898	96	1916	589438	7969.5	4491.1	60	2946.1	237.3	62	0.273	-0.3979403	99.000	0.318	1.462	0.682	0.188	0.400
7908	695	1900	713	1918	324168	2499.5	1117.6	51	3503.6	312.5	695	1900	713	1918	434054	4553.4	1718.0	61	3484.7	226.5	62	0.549	-0.0942043	99.000	0.318	1.462	0.682	0.188	0.805
7909	476	2510	494	2528	1371370	20208.4	8721.8	64	3035.2	350.9	476	2510	494	2528	878484	11946.3	5485.4	65	2943.3	239.7	67	1.692	0.3946273	99.000	0.318	1.462	0.682	0.188	2.481
7910	1101	2501	1119	2519	1595140	17508.8	8173.6	82	3759.7	364.7	1101	2501	1119	2519	1886269	21273.4	10165.5	72	3876.9	288.7	83	0.823	0.0817073	99.000	0.318	1.462	0.682	0.188	1.207
7911	512	2510	530	2528	333867	2104.4	1500.7	47	3032.0	333.4	512	2510	530	2528	481540	4500.4	3008.8	71	2907.9	201.8	73	0.468	-0.1636763	99.000	0.318	1.462	0.682	0.188	0.686
7912	1137	2501	1155	2519	704918	6512.4	3489.7	70	3854.1	351.6	1137	2501	1155	2519	781769	7554.8	3858.9	72	3941.8	299.5	76	0.862	0.1017473	99.000	0.318	1.462	0.682	0.188	1.264
7913	548	2510	566	2528	207581	1028.4	579.6	0	3041.8	322.7	548	2510	566	2528	436287	5589.2	3726.1	59	2965.5	208.2	59	0.184	-0.5686363	99.000	0.318	1.462	0.682	0.188	0.270
7914	1173	2501	1191	2519	993779	10090.8	4166.1	75	3906.1	418.2	1173	2501	1191	2519	1029249	10560.3	4286.5	76	3936.2	286.9	79	0.956	0.1464383	99.000	0.318	1.462	0.682	0.188	1.401
7915	585	2510	603	2528	1485051	18790.0	10422.7	79	2126.3	383.9	585	2510	603	2528	1308527	15614.0	9446.6	65	2816.0	202.0	79	1.203	0.2467453	99.000	0.318	1.462	0.682	0.188	1.765
7916	1210	2501	1228	2519	787784	6321.0	3088.7	78	3778.8	350.4	1210	2501	1228	2519	610382	3884.3	1671.5	80	3941.1	273.7	86	1.627	0.3776703	99.000	0.318	1.462	0.682	0.188	2.386
7917	40	2530	58	2548	184704	1689.8	494.0	35	3907.3	307.2	40	2530	58	2548	138090	1277.1	265.5	37	2907.4	254.9	41	1.323	0.2878023	99.000	0.318	1.462	0.682	0.188	1.940
7918	664	2521	682	2539	731143	9632.3	5266.7	61	3423.8	398.6	664	2521	682	2539	518556	6064.0	3371.2	59	3195.9	245.1	64	1.588	0.3671693	99.000	0.318	1.462	0.682	0.188	2.329
7919	76	2530	94	2548	1075581	11983.3	5378.7	70	3382.2	389.9	76	2530	94	2548	3454625	46377.3	18889.5	77	2974.5	252.0	78	0.258	-0.4213613	99.000	0.318	1.462	0.682	0.188	0.379
7920	700	2521	718	2539	679968	5123.2	2254.6	73	3484.0	362.0	700	2521	718	2539	761027	6363.4	2630.7	83	3269.9	288.0	87	0.805	0.0722503	99.000	0.318	1.462	0.682	0.188	1.181
7921	498	657	516	675	347661	2194.9	785.1	63	3323.5	315.4	498	657	516	675	385009	2243.5	773.5	64	3867.7	257.9	71	0.978	0.1568523	99.000	0.318	1.462	0.682	0.188	1.435
7922	1114	666	1132	684	297545	2045.0	1131.2	46	3175.1	314.2	1114	666	1132	684	421652	2662.2	1175.6	64	4735.3	269.5	65	0.768	0.0519243	99.000	0.318	1.462	0.682	0.188	1.127
7923	535	657	553	675	256207	2346.9	664.8	55	2487.2	315.8	535	657	553	675	304623	2118.6	804.5	60	3629.0	203.9	61	1.108	0.2108533	99.000	0.318	1.462	0.682	0.188	1.625
7924	1151	666	1169	684	486261	5175.0	3611.8	59	3066.7	268.3	1151	666	1169	684	502742	3787.1	2084.7	67	4734.0	283.7	67	1.367	0.3018983	99.000	0.318	1.462	0.682	0.188	2.004
7925	571	657	589	675	508267	4265.4	1345.4	72	3435.6	321.5	571	657	589	675	768297	7673.1	2194.3	72	3967.7	244.2	74	0.556	-0.0888423	99.000	0.318	1.462	0.682	0.188	0.815
7926	1187	666	1205	684	208416	1053.7	504.9	0	3199.7	357.8	1187	666	1205	684	324789	1930.9	601.8	57	4697.5	251.0	57	0.546	-0.0969103	99.000	0.318	1.462	0.682	0.188	0.800
7927	608	657	626	675	361337	3429.3	831.1	59	3519.5	328.7	608	657	626	675	297303	1695.2	496.3	57	4022.1	261.4	60	2.023	0.4723183	99.000	0.318	1.462	0.682	0.188	2.967
7928	1224	666	1242	684	93029	699.5	257.3	0	3176.8	391.1	1224	666	1242	684	161936	1938.3	237.1	32	4809.0	436.9	32	0.361	-0.2765443	99.000	0.318	1.462	0.682	0.188	0.529
7929	60	677	78	695	1162861	13327.5	6671.0	75	3284.8	375.6	60	677	78	695	1854456	23143.9	11664.2	75	3348.3	269.7	78	0.576	-0.0736583	99.000	0.318	1.462	0.682	0.188	0.844
7930	675	687	693	705	370256	4566.7	2195.4	42	3482.4	567.8	675	687	693	705	420658	5152.4	2535.5	54	3992.3	267.1	54	0.886	0.1139433	99.000	0.318	1.462	0.682	0.188	1.300
7931	97	677	115	695	3183455	27551.9	11001.6	111	3355.4	396.9	97	677	115	695	2640635	22243.7	9441.2	103	3393.6	271.6	111	1.239	0.2591163	99.000	0.318	1.462	0.682	0.188	1.816
7932	712	687	730	705	316727	2596.3	1488.5	42	3614.0	328.5	712	687	730	705	447365	4675.1	2425.5	59	4096.8	254.2	59	0.555	-0.0893763	99.000	0.318	1.462	0.682	0.188	0.814
7933	500	1277	518	1295	734220	6743.2	2125.0	79	3454.3	360.0	500	1277	518	1295	670383	5607.9	1786.3	78	3702.9	248.5	80	1.202	0.2462523	99.000	0.318	1.462	0.682	0.188	1.763
7934	1105	1273	1123	1291	219182	779.6	430.2	0	3786.7	349.8	1105	1273	1123	1291	344013	2469.2	857.4	56	4697.7	272.2	56	0.316	-0.3344193	99.000	0.318	1.462	0.682	0.188	0.463
7935	536	1277	554	1295	237061	1739.2	691.2	0	3199.6	501.6	536	1277	554	1295	299390	2625.3	806.3	56	3612.0	273.3	56	0.662	-0.0123343	99.000	0.318	1.462	0.682	0.188	0.972
7936	1142	1272	1160	1290	212576	1115.3	541.5	0	3716.0	352.8	1142	1272	1160	1290	339685	2905.8	1631.6	52	4814.3	265.2	52	0.384	-0.2494923	99.000	0.318	1.462	0.682	0.188	0.563
7937	573	1277	591	1295	342007	1796.6	625.3	57	3632.1	360.3	573	1277	591	1295	385964	2297.4	653.0	71	3829.0	254.1	71	0.782	0.0595633	99.000	0.318	1.462	0.682	0.188	1.147
7938	1178	1272	1196	1290	200026	998.7	527.0	0	3763.8	371.6	1178	1272	1196	1290	341983	3274.4	1184.2	50	4868.1	296.7	50	0.305	-0.3496923	99.000	0.318	1.462	0.682	0.188	0.447
7939	609	1277	627	1295	321936	1958.5	817.4	48	3592.1	379.3	609	1277	627	1295	414309	3243.9	1134.0	66	3899.3	277.1	66	0.604	-0.0530573	99.000	0.318	1.462	0.682	0.188	0.885
7940	1215	1272	1233	1290	1138418	20448.6	8765.1	51	3773.0	384.6	1215	1272	1233	1290	2002047	37662.3	15020.1	55	4934.5	330.4	55	0.543	-0.0990873	99.000	0.318	1.462	0.682	0.188	0.796
7941	64	1295	82	1313	342536	2828.5	1263.5	52	3758.7	357.1	64	1295	82	1313	462465	4354.5	2129.7	57	4539.0	310.3	60	0.650	-0.0209073	99.000	0.318	1.462	0.682	0.188	0.953
7942	665	1294	683	1312	1	1.0	0.0	0	3254.4	730.8	665	1294	683	1312	1	1.0	0.0	0	3684.0	301.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
7943	100	1295	118	1313	427198	3430.2	1791.9	56	3810.5	373.8	100	1295	118	1313	610753	5952.5	3295.3	67	4399.2	264.3	67	0.576	-0.0731433	99.000	0.318	1.462	0.682	0.188	0.845
7944	702	1294	720	1312	472204	3834.6	1624.4	64	3660.7	325.2	702	1294	720	1312	728386	7616.5	3360.1	68	3945.2	282.4	71	0.503	-0.1319443	99.000	0.318	1.462	0.682	0.188	0.738
7945	499	1878	517	1896	296949	2975.4	2279.2	39	3211.0	370.7	499	1878	517	1896	321609	3465.0	2575.0	56	3235.2	216.5	56	0.859	0.1000263	99.000	0.318	1.462	0.682	0.188	1.259
7946	1118	1880	1136	1898	649907	11871.4	6937.8	44	3980.0	391.4	1118	1880	1136	1898	765966	14433.4	8006.6	49	4248.7	253.8	49	0.822	0.0813473	99.000	0.318	1.462	0.682	0.188	1.206
7947	536	1878	554	1896	223762	2244.3	1793.0	0	3213.4	356.3	536	1878	554	1896	270328	3220.7	2231.7	49	3372.7	251.8	49	0.697	0.0094513	99.000	0.318	1.462	0.682	0.188	1.022
7948	1154	1880	1172	1898	348761	2087.1	1322.1	46	3926.0	337.7	1154	1880	1172	1898	487840	4194.6	2226.4	66	4216.4	244.1	66	0.498	-0.1366773	99.000	0.318	1.462	0.682	0.188	0.730
7949	572	1878	590	1896	1	1.0	0.0	0	3486.5	440.2	572	1878	590	1896	1	1.0	0.0	0	3393.8	233.4	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
7950	1191	1880	1209	1898	382002	6985.1	4488.3	39	3929.3	363.9	1191	1880	1209	1898	584270	12432.5	7426.8	42	4260.9	245.3	43	0.562	-0.0840733	99.000	0.318	1.462	0.682	0.188	0.824
7951	609	1878	627	1896	384980	5463.5	3318.7	42	3489.5	361.5	609	1878	627	1896	551591	9271.6	5322.7	51	3556.1	297.5	51	0.589	-0.0634863	99.000	0.318	1.462	0.682	0.188	0.864
7952	1228	1880	1246	1898	168363	1426.6	655.1	0	3834.8	321.7	1228	1880	1246	1898	219868	2596.8	1001.9	40	4274.1	256.2	40	0.549	-0.0936653	99.000	0.318	1.462	0.682	0.188	0.806
7953	60	1898	78	1916	425848	3434.0	2003.7	71	2921.9	295.9	60	1898	78	1916	492882	4376.4	2477.3	69	2980.1	241.2	75	0.785	0.0610753	99.000	0.318	1.462	0.682	0.188	1.151
7954	676	1900	694	1918	375300	2575.7	1138.4	88	2057.6	354.6	676	1900	694	1918	442004	2297.9	1823.1	54	3158.9	218.6	89	1.121	0.2159023	99.000	0.318	1.462	0.682	0.188	1.644
7955	97	1898	115	1916	181195	1290.2	914.4	0	2923.6	347.5	97	1898	115	1916	232397	2453.1	1114.1	51	2951.5	253.8	51	0.526	-0.1129463	99.000	0.318	1.462	0.682	0.188	0.771
7956	713	1900	731	1918	870959	12991.0	8189.6	59	3442.2	293.6	713	1900	731	1918	1059117	16367.7	10926.1	53	3615.6	278.5	61	0.794	0.0659533	99.000	0.318	1.462	0.682	0.188	1.164
7957	494	2510	512	2528	289828	1847.4	1087.0	47	2983.1	324.9	494	2510	512	2528	338041	2730.1	1738.0	66	2903.9	215.1	68	0.677	-0.0034883	99.000	0.318	1.462	0.682	0.188	0.992
7958	1119	2501	1137	2519	769784	6030.1	2971.4	80	3714.0	321.1	1119	2501	1137	2519	674174	4642.8	1991.5	85	3891.0	277.9	87	1.299	0.2798953	99.000	0.318	1.462	0.682	0.188	1.905
7959	530	2510	548	2528	517990	4975.0	3407.0	65	3118.6	368.4	530	2510	548	2528	663693	7400.0	5385.1	70	2970.2	220.9	72	0.672	-0.0061233	99.000	0.318	1.462	0.682	0.188	0.986
7960	1155	2501	1173	2519	780924	8663.4	5218.7	65	3932.2	394.0	1155	2501	1173	2519	1216466	15633.3	9501.8	62	3987.1	331.6	70	0.554	-0.0899093	99.000	0.318	1.462	0.682	0.188	0.813
7961	567	2510	585	2528	167686	2314.4	500.2	30	3275.2	381.8	567	2510	585	2528	141374	1601.7	281.3	37	3110.7	253.9	38	1.445	0.3261313	99.000	0.318	1.462	0.682	0.188	2.119
7962	1192	2501	1210	2519	593254	6196.2	3943.9	57	3859.0	388.1	1192	2501	1210	2519	727857	8377.8	5331.8	62	3958.7	301.3	67	0.740	0.0354303	99.000	0.318	1.462	0.682	0.188	1.085
